Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-36-1580-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
IPO5	-0.307958	-0.169916	0.14	0.541084	-0.559	-0.177916	-0.274916	0.276084	-0.179	0.346	-0.44	-0.163458	-0.149416	0.037962	0.118084	0.214192	-0.412	0.302084	-0.232916	-0.265916	-0.126	0.070084	0.340084	-0.282916	0.065084	-0.074016	-0.214458	0.250084	-0.0555	-0.013	-0.107516	-0.025316	-0.274916	-0.454916	-0.24	-0.232	-0.315958	0.343042	-0.006116	-0.173458	0.278042	-0.396916	-0.347916	0.140084	-0.157	-0.111	-0.0314	-0.447916	-0.471458	0.164084	0.068042	0.532084	-0.193458	0.026884	0.105	0.539084	0.320084	0.025884	-0.031916	-0.240916	0.044084	0.0515	0.085084	-0.215958	-0.228916	0.317542	-0.143958	-0.185916	0.0203	-0.318916	-0.00436	0.0239	0.082896	0.167	0.251084	0.114	-0.249458	-0.098058	-0.174916	0.26	-0.169	0.406	0.114084	-0.154	0.096084	-0.119	0.723	0.389084	0.725	0.608	0.088084	0.606042	0.382084	0.669542	-0.108816	0.140084	0.227042	0.799	-0.214916	0.095084	-0.2	0.212	-0.89	-0.331	0.154	0.198084	-0.093958	0.312084	-0.161916	0.096084	-0.131	-0.173808	-0.184812	0.306084	0.14	0.012784	-0.236916	0.742	0.123084
FAH	-0.05095	0.702	0.499	-0.67	-0.803	-0.604	-0.0044	-0.84	-0.0532	-1.22	0.356	0.09765	-0.0421	-0.5935	-0.75	0.5165	0.691	-0.91	-0.718	0.048	-0.0656	-0.669	-0.2	-0.723	0.451	0.402	0.246	-0.256	-0.992	-0.567	1.015	-0.68	0.062	-0.04	-0.212	0.00616	-0.012405	-1.0585	0.402	0.775	0.5515	-0.42	-0.796	0.275	-0.906	-1.24	-0.672	-0.0971	1.2475	-0.755	0.4245	-0.327	-0.2915	0.086	0.0312	-0.572	-0.1219	-0.627	0.441	0.82	-0.492	0.272	-0.1459	0.0801	-0.545	0.12925	-0.3475	-0.1142	-0.522	0.3	-0.403	0.0267	0.3165	-0.579	-0.306	-0.297	0.1245	0.387	-0.381	0.0273	-0.724	-0.919	0.318	-0.103	-0.338	0.327	-1.13	-1.037	-1.31	-1.01	1.765	-0.597	-0.431	-1.1495	0.0095	-0.04507	1.5075	-0.613	0.495	1.425	-0.667	0.533	0.155	-0.438	0.351	-0.539	-0.268	-0.202	-0.267	-0.371	1.33	-0.12325	0.1681	-1.165	-0.588	-0.386	0.572	0.499	-0.0716
PDXDC1	-0.25375	-0.5165	0.141	0.4625	-0.165	0.3505	-0.2395	-0.1245	0.161	-0.273	0.138	0.117305	0.2065	0.46775	0.2565	0.0017	0.309	-0.2045	-0.0446	0.2285	0.613	0.1595	0.046	-0.0576	-0.2145	-0.1505	0.87375	-0.054	-0.316	0.29	0.0037	0.4015	0.8905	0.8205	-0.679	0.522	0.04455	-0.42125	-0.2775	0.52075	-0.37075	0.6165	-0.0955	0.2175	0.414	-0.474	-0.174	1.1465	-0.60425	0.0324	0.07075	-0.1565	0.08065	-0.4785	-0.0359	0.1215	0.4085	-0.2125	-0.03	0.2535	-0.1455	-0.134	0.2175	0.32125	-0.0905	-0.09125	-0.14675	-0.3345	-0.0706	0.01825	-0.21	0.279	-0.67625	-0.0626	0.1725	-0.134	0.31575	-0.21675	0.1805	-0.303	-0.565	-0.0524	0.6315	0.058	0.0358	0.778	-0.2	0.1365	-0.17	0.157	-0.0478	-0.0847	2.5865	-0.80875	0.2525	0.3105	-0.04245	0.0471	-0.5005	-0.6065	0.604	-0.81	0.0147	0.229	0.109	-0.4845	-0.18585	-0.2745	-0.2385	-0.4065	-0.227	-0.33225	-0.42625	-0.1525	-0.0675	-0.2585	-0.0419	-0.933	0.6975
STAT3	-0.260125	0.23575	0.0689	0.26875	0.247	-0.05425	0.50575	-0.05725	0.487	-0.0949	-0.467	-0.061125	0.39475	0.625375	0.92875	0.01309	0.397	-0.46325	-0.32825	-0.14425	-0.119	-0.21625	0.06895	0.34275	0.12235	-0.06925	0.477375	-0.10725	0.0735	0.234	-0.12625	-0.33525	0.25375	-0.01495	0.41	0.000928	0.036175	0.005425	0.19775	-0.194125	0.052325	0.30175	0.15975	0.05745	0.0275	0.138	0.205	-0.22425	-0.053455	0.42075	-0.331125	0.06835	0.342375	-0.31325	0.301	-0.36325	0.25675	0.41675	0.20575	-0.05725	0.25675	0.397	0.20075	-0.092125	0.00465	-0.227125	0.015725	0.21175	0.125	0.18075	0.113	0.292	-0.343125	-0.035	0.12835	0.475	-0.033175	0.105625	0.05614	-0.0643	-0.0403	-0.2	0.14245	0.039	-0.36025	-0.444	-0.0106	-0.10125	-0.22	-0.00516	-0.71325	-0.276125	-0.24225	0.282375	0.08055	0.48775	-0.450625	0.122	-0.06125	-0.56225	1.04	0.0236	-0.277	-0.32	0.124	-0.05155	0.002075	-0.48225	0.34975	0.58275	0.384	0.206875	0.203875	0.15175	0.146	-0.07025	0.52375	-0.641	0.94375
S100A2	-1.5673	-0.8156	-0.641	0.0904	0.206	0.1374	-2.0946	0.5654	-0.776	1.16	-2.5	2.2127	0.8854	0.1982	-1.8246	-0.2093	-0.844	1.8754	-1.3026	-1.1696	0.108	0.4354	0.1564	-0.7876	1.5854	-2.7446	-1.18975	0.1994	-1.06	-2.05	-2.9946	-2.2446	-2.6446	1.3954	-1.19	-0.191	0.02925	1.6177	2.0354	-0.42655	-1.5658	-0.9836	2.2354	1.3154	-2.76	-0.954	-2.04	0.7654	-2.6208	-1.5446	-0.2613	-2.0246	0.8717	-0.5526	0.89	-2.1646	-0.1396	-0.4706	-1.3756	-0.1776	2.0154	-1.83	-0.1656	2.9577	-1.6176	1.2527	-0.6162	-0.754	-1.3	-0.4356	-0.656	-0.822	0.9527	1.29	-1.0716	-1.42	-1.3668	-2.2348	0.3954	-1.09	-1.77	0.263	-0.1846	0.297	0.4154	0.262	-0.0861	-1.8746	0.14	-1.08	-0.9356	-2.0323	-4.0046	-2.5723	-1.9546	-2.7246	-1.6673	-0.352	-0.9966	-1.2386	0.59	-5.16	-0.327	-1.94	-2.13	1.3754	0.7792	-0.8946	-2.6246	-1.6686	-2.69	-1.0183	-1.7053	-1.3976	-0.862	0.3754	-1.9646	-0.53	-1.1796
ATAD3A	-0.2959	-0.2948	0.379	0.4932	0.421	0.3582	0.4532	0.0479	0.147	0.101	-0.368	0.4156	0.0097	0.20395	0.4892	-0.11445	-0.0448	0.4422	-0.5918	-0.6118	0.332	-0.0327	0.4982	-0.1088	-0.4438	0.7882	-0.6599	0.1389	-0.0516	0.156	-0.4098	0.0809	0.1079	-0.3938	-0.0427	0.179	0.0545	0.4821	-0.7778	-1.0089	-0.2599	-0.2348	0.3262	0.5882	0.478	-0.0824	0.649	0.3602	0.2911	-0.1858	0.00435	0.2752	0.2236	-0.2708	0.0395	-0.1138	-0.3738	0.0372	0.0118	0.6122	-0.3698	0.0615	-0.2728	-0.5969	0.2012	-0.1264	-0.3949	0.3482	-0.336	0.5282	-0.259	-0.15	-0.1154	-0.289	0.058573	-0.0749	-0.3489	1.0641	-0.2478	-0.489	-0.0112	0.0408	-0.3358	-0.265	-0.7388	-0.0179	0.00166	0.7882	-0.0472	-0.0613	0.7012	0.25095	0.0398	0.2116	0.3672	0.6272	0.6361	0.0275	0.6942	-0.7668	-0.00332	-0.6	0.00943	-0.208	-0.57	0.057827	0.3016	-0.0988	0.0806	-0.2298	0.371	-0.3659	-0.6549	0.1752	-0.35	0.2352	0.1872	-0.313	-0.3398
TACSTD2	-0.2369425	-0.373585	-0.763	-0.608885	0.809	0.281115	-0.321985	-0.140885	-0.437	0.711	0.484	0.8315575	-0.912885	0.8175575	0.414115	-0.1914425	-0.455	0.657115	0.252115	0.450115	-0.101	-0.722885	-0.482885	-0.400885	-0.438885	-0.248885	-0.8499425	-0.391885	-0.346	0.819	0.463115	0.386115	-0.026885	0.549115	-0.477	-0.292	-0.3790575	0.4450575	-0.500885	-0.8254425	0.6665575	-0.761885	-0.071885	-1.214885	-0.859	0.444	-1.28	0.832115	-0.7504425	-0.750885	0.3530575	0.175115	-0.6349425	-0.575885	-0.985	-0.858885	-0.054885	0.722115	-0.125885	-0.823885	-0.106885	-1.25	-0.120885	1.2160575	-0.617885	-0.4124425	-0.1139925	0.379115	-1.15	-1.497885	-0.549	-1.43	0.8515575	0.889	-1.019885	-0.379	-0.9584425	-0.4794425	0.558115	-0.739	-1.51	0.201	-0.919885	-0.72	-0.241485	1.25	-0.0601	0.094115	-1.66	-1.51	0.567115	-1.5239425	0.253115	-0.7854425	-1.417885	0.425115	-1.0774425	-0.296	-0.416885	-1.031885	-0.741	0.206	-0.656	-0.549	-0.437	-0.415885	-0.4744425	0.064115	-0.920885	-0.497885	-0.757	-1.4639425	-1.0774425	-0.136885	0.0184	0.082115	0.143115	-0.686	0.224115
ALCAM	1.831535	-1.40693	-0.173	0.77307	-0.0211	-1.20293	-0.60093	1.25307	0.315	-1.41	-0.304	-1.407465	-0.31613	-0.277015	0.99307	-0.533465	-0.542	0.10207	0.48607	-0.25893	-0.439	0.72307	1.10307	-0.01793	-0.27333	-0.27473	1.566535	0.09407	0.232	-0.653	-1.18493	-1.12793	0.57107	0.00307	0.104	1.14	-0.178015	-0.314665	-0.58893	-0.468135	0.240535	-0.74093	0.92307	-1.44693	0.649	0.147	0.417	-0.54393	-1.498965	1.35307	0.896535	-0.09193	0.561035	-0.48593	-0.779	0.38407	-1.40693	-0.82893	-0.11093	-0.14893	-0.29773	-0.43	0.07307	0.459035	-0.75593	-0.631465	-0.465295	-0.00893	-0.745	-1.65693	0.17	-0.793	-0.610965	0.743	0.16007	-0.567	0.337035	-0.817465	-0.64293	-0.382	-0.321	0.38	-0.12093	0.0596	-0.55893	0.909	-0.921	-0.53093	-1.46	-1.51	0.74307	0.323185	-1.80693	-0.065515	-0.92593	-1.24493	-1.117465	-1.3	-2.39693	-1.95693	-0.571	0.285	-0.763	-0.493	0.216	-0.84293	-1.300965	-1.76693	0.30407	0.63307	-0.526	-0.39697	-0.681465	0.16107	0.289	-0.91493	-0.15293	1.02	-1.25393
PREP	0.1633475	-0.050105	0.333	-0.111105	-0.168	-0.348105	0.229895	-0.005205	-0.195	0.0348	0.123	-0.2400525	0.011495	0.4194475	-0.153105	0.2779475	-0.252	0.675895	-0.413105	-0.318105	0.104	-0.644105	0.001695	0.076795	0.646895	0.326895	0.2464475	-0.020705	-0.457	-0.0868	0.241895	-0.383105	-0.108105	0.930895	-0.569	0.493	0.3024475	-0.1075025	0.388895	0.2195325	-0.3065525	-0.011705	0.487895	0.054495	-0.252	-0.192	0.288	0.379895	-0.0186975	-0.249105	-0.1955525	0.121995	0.1869475	-0.175105	-0.0693	-0.252105	0.164895	0.247895	0.099395	-0.095105	0.037895	-0.101	0.233895	0.4459475	0.788895	0.1583475	0.0043975	-0.489105	0.299	-0.368105	-0.284	0.204	-0.0451525	-0.0761	0.073695	0.13	-0.5060525	0.0554475	-0.146105	-0.0585	0.861	0.505	0.264895	-0.00693	0.813895	0.153	0.32	0.425895	0.108	0.889	-0.672105	-0.1500525	0.210895	0.8079475	0.733895	-0.002905	0.3149475	0.429	-0.078105	0.837895	0.718	0.016	0.674	0.0292	0.542	0.108795	0.0842475	0.249895	0.069695	0.590895	-0.111	0.0108475	-0.0090525	0.052365	-0.167	0.726895	0.004195	0.268	-0.615105
BDH2	0.74915	0.6993	-0.0592	-0.1817	-0.38	-0.6917	-0.1737	-0.2697	0.365	-0.815	0.0498	-0.32135	-0.5777	-0.31235	0.2803	-0.58385	0.492	-0.1957	-0.2027	0.2413	0.116	0.9033	-0.7947	0.3463	0.2673	0.1523	-2.20735	-0.3687	-0.867	0.42	-0.1166	0.3943	0.5573	-0.4717	-0.116	-0.142	0.09265	-0.40635	0.7313	-0.0384	-0.33785	-0.1717	0.2933	-0.7117	-0.463	0.566	0.455	0.5503	-1.09735	-0.8037	0.033	0.4443	-0.46015	-0.0701	-0.266	-0.1517	0.1063	0.3523	0.5603	-0.5147	-0.4397	0.0486	-0.5647	0.53515	0.3993	-0.33335	0.64365	0.1613	1	0.6393	0.3	0.37	-0.12555	0.415	-0.0783	-0.307	-0.58085	-0.47435	0.8963	-0.352	0.887	0.0931	-0.1417	-0.0112	0.4223	-0.22	0.00844	-0.0472	-0.801	1.28	-0.4297	-0.74285	-0.4607	0.71665	-0.5577	-0.7717	-0.29085	-0.784	0.3993	1.3953	0.833	0.434	-0.268	-0.37	0.524	-0.0578	-0.1575	-0.3157	0.7633	0.3953	0.0568	0.50565	0.75965	0.2673	0.13	-0.004	0.7523	0.464	-0.4417
NAPA	-0.05466	0.0755355	0.154	0.05248	0.436	0.15368	0.08738	0.48858	0.284	-0.228	0.132	-0.16071	0.57158	0.45279	0.20858	-0.24571	0.715	0.46958	-0.12542	-0.21442	-0.0889	0.36958	0.22658	0.55458	-0.19742	0.16888	0.26579	0.21358	0.14	-0.316	-0.00622	-0.20442	0.06998	0.09498	-0.151	-0.192	-0.14676	0.14274	-0.27642	-0.23891	0.33029	0.09148	0.38458	0.12038	0.282	0.266	0.136	0.03158	0.03129	0.35358	-0.16871	0.0824	0.47629	-0.17342	0.419	-0.24842	-0.09042	0.12788	0.22658	-0.02332	0.35958	0.602	0.28558	0.17844	0.04628	0.24859	0.26479	-0.12342	0.0924	0.04838	-0.159	-0.0596	0.23329	0.391	0.12038	0.563	-0.12011	0.36429	0.06639	-0.00806	-0.135	0.0516	0.26258	-0.11	0.11418	0.0548	0.307	-0.11242	0.356	0.413	0.13708	0.62629	-0.38742	-0.27171	0.99458	-0.00092	-0.18216	0.392	-0.33742	-0.01602	0.377	0.173	0.326	0.367	0.0529	0.29158	0.52734	0.11038	-0.01242	0.02598	0.00509	0.12479	-0.0326765	0.08069	0.271	0.25458	-0.31842	0.336	-0.39942
GALNT3	0.764575	0.06315	0.0889	-0.25885	0.278	0.58715	-0.06385	-0.10785	0.169	0.0706	-0.205	-0.297925	-0.67285	0.665075	0.60615	0.638575	0.103	1.30815	-0.01985	0.91915	0.946	0.03915	-0.63885	0.16629	-0.46285	-0.14085	0.252075	-0.09285	-0.232	1.19	0.26795	0.21945	1.49815	0.88915	0.327	0.113	-0.103575	-0.593425	0.02615	-0.065425	-0.169925	0.07595	0.92615	0.96615	-0.0167	0.00529	-0.105	-0.34985	-0.248425	0.00715	-0.563425	0.97315	0.382075	0.42215	0.269	0.24705	0.69915	0.71515	0.22175	0.14965	0.52215	-0.0183	-0.31885	-0.166425	-0.30585	-0.532925	-0.607425	-0.57985	-0.369	-0.05385	-0.354	0.362	-0.428425	-0.264	0.31615	-0.372	-0.212425	0.047375	-0.09285	-0.72	-0.851	-0.161	-0.31085	-0.687	0.07965	0.357	0.173	0.18675	-0.0326	-0.362	-1.41185	0.300025	1.09015	0.609575	0.17925	0.60015	0.236475	0.072	0.38815	0.40615	0.0414	-0.366	-0.937	-0.131	0.63	0.32915	0.483075	0.51515	0.04415	-0.59985	-0.0887	-0.379925	-0.095425	0.10135	0.175	0.19875	0.49615	-0.882	0.76515
ABHD11	-0.352725	0.22655	-0.264	0.52155	1.36	-0.23445	0.05655	0.88955	1.06	-0.62	-1.57	0.220575	-0.48145	0.477775	0.90455	0.437775	0.0471	0.95555	0.21455	0.31055	0.491	-0.49145	0.67155	0.19455	-0.05625	0.30455	1.147775	-0.24245	0.0951	0.491	-0.60045	-0.33745	0.71355	-0.71245	-0.159	-0.0868	-0.484725	0.570275	-0.22145	0.337275	-0.040875	0.45755	0.91755	-0.06195	0.0305	0.63	0.871	0.07055	-0.735225	-0.07705	0.024125	0.37055	0.098775	0.32355	-0.478	0.00465	-0.25045	-0.36945	-0.61945	0.29255	0.55155	-0.551	0.11255	0.566775	-0.29745	0.540275	-0.986225	-0.08355	-1.01	-0.14745	-0.548	-0.151	-0.274725	-0.713	-0.23545	-0.359	0.128775	0.792275	-0.10165	-1.18	-0.759	-0.106	0.21655	-1.13	0.13955	0.224	-0.786	0.55955	-1.02	-1.37	-0.10305	-0.123425	0.57855	-0.309725	-1.21445	0.34455	-0.241725	-1.24	0.46155	-0.70445	-0.826	-0.299	-1.29	0.000591	-0.69	-0.41745	-0.364225	-1.18445	-0.43445	-0.47345	0.284	-0.601225	-1.231225	-0.88145	-0.897	-0.25345	1.36555	-1.19	0.83155
TMEM205	-0.234065	-0.22213	0.515	-0.03243	-0.0163	0.05487	-0.50613	0.18887	0.294	-0.104	-0.555	1.050935	0.04487	-0.352565	-0.01333	-0.014115	0.0227	-0.25313	0.31387	-0.24613	-0.201	0.31787	0.70587	-0.00453	-0.10683	-0.43313	0.242935	-0.46613	-0.165	-0.319	-0.52213	-0.30113	-0.17393	0.23687	-0.138	-0.362	-1.075565	-0.178615	0.00887	0.327435	-0.095665	-0.37313	-0.51413	-0.30413	-0.18	1.46	0.56	-0.58713	-0.200065	-0.76013	0.116935	-0.59313	-0.567065	0.24087	0.000626	0.23687	-0.38213	-0.53113	-0.44613	-0.79913	0.26787	-0.455	-0.24113	-0.024915	0.30687	-0.598565	-0.111815	-0.36313	-0.716	0.06487	-0.212	-0.116	-0.288065	0.102	-0.57013	-0.433	0.212935	-0.243815	0.14487	0.138	0.294	-0.266	0.10987	-0.395	-0.01763	-0.288	-0.0401	0.06687	0.121	-0.994	0.01887	-0.551065	-0.18553	-0.536565	-0.56313	0.04987	0.061315	0.0482	0.16087	0.25887	0.439	-0.437	-0.897	0.0435	-0.41	0.18387	-0.269065	-0.74313	0.25887	0.27087	0.676	-0.382065	-0.926565	0.00987	-0.594	-0.07073	-0.11803	-0.187	0.14587
THSD4	0.193325	-0.55245	-0.886	0.87755	-0.21	0.41355	2.05255	0.28095	-0.678	-1.37	0.785	-0.514225	0.57855	0.834775	-1.04745	1.761275	-0.485	-0.03245	1.02955	1.76255	0.691	-1.44745	-1.43745	0.36055	0.76455	-1.67745	0.676775	0.23275	-1.94	-0.225	0.22735	0.42255	1.08055	0.83855	-1.23	1.31	-0.152225	0.327275	1.36255	0.221925	0.520775	0.67155	-1.05745	-0.37045	2.23	-1.34	-1.61	1.05655	0.403775	1.15155	-1.458725	-1.90745	0.195775	-1.61745	0.162	1.44255	-1.14745	-1.67745	0.13355	-1.23745	-1.05745	0.391	-0.82745	-0.049225	-0.75645	0.486275	0.549275	1.44255	-1.28	-0.15945	-0.402	0.43	0.084325	-1.19	0.16275	2.05	0.088275	-0.601725	1.58255	0.0497	0.0985	0.32	1.63255	-0.965	0.43655	-1.39	0.49	0.50455	-1.43	-1.57	1.54255	-0.901225	-0.90745	-0.305125	1.57255	-1.62745	-1.983725	0.118	-0.66345	1.67255	-1.53	0.349	0.45	0.0848	1.24	0.79155	0.082775	0.68955	0.48855	-0.58545	-0.717	0.492775	0.761275	0.50055	0.203	-0.76745	1.14455	0.329	0.15755
GOLIM4	-0.13355	0.12204	0.144	-0.123	-0.428	0.614	-0.166	0.0923	0.0883	-0.262	-0.0973	-0.123	0.1546	0.33	-0.364	0.13515	0.153	0.011	-0.001	-0.484	0.0622	0.222	-0.278	-0.014	0.258	0.285	-0.0885	-0.126	-0.609	-0.315	-0.156	0.1754	-0.05	1.122	0.0206	-0.306	0.072	-0.2515	0.0651	-0.01055	-0.01065	-0.244	0.215	0.495	0.37	-0.286	-0.148	0.328	-0.4025	0.0328	-0.427	0.1564	-0.5865	0.53	0.0688	0.1729	0.785	0.258	0.461	0.0678	0.408	0.0887	0.664	0.63	0.719	0.2295	0.5355	0.312	0.467	0.333	0.334	0.383	-0.0789	0.154	0.549	0.268	0.6215	0.303	0.733	0.333	-0.00594	0.151	0.591	0.428	0.441	0.258	0.859	0.25	1.23	-0.0872	-0.143	0.283	-0.55	-0.076	0.404	-0.253	-0.234	1.34	-1.674	0.297	0.579	0.303	1.06	0.278	-0.132	0.696	-0.2745	0.624	0.12686	0.005	0.259	0.156805	0.252	-0.153	0.491	0.816	-0.717	-0.518	-0.223
MTHFD1	-0.2772	-0.3068	0.481	-0.3018	-0.478	-0.1074	-0.2768	-0.0466	-0.379	-0.458	0.0446	-0.1572	0.1612	-0.13145	-0.1978	0.0501	0.131	0.0632	0.0472	-0.07312	-0.194	-0.7848	0.2642	-0.2938	-0.0883	0.2762	0.3561	0.0632	-0.246	-0.0513	-0.2408	-0.4928	-0.2818	0.1612	-0.0535	-0.516	-0.5114	-0.1047	-0.0431	-0.5399	0.4856	-0.2088	-0.2788	0.3642	0.596	0.144	-0.542	0.1062	-0.3059	0.5102	0.9426	-0.4618	0.6876	-0.0481	-0.107	0.8722	-0.5538	-0.4068	-0.2958	0.2922	-0.1868	-0.182	0.2412	-0.2664	-0.1374	-0.1246	-0.2419	-0.3358	-0.263	0.1352	-0.358	-0.136	0.1766	-0.64	-0.2088	-0.121	0.01779	-0.2309	-0.2878	-0.326	0.203	0.246	-0.4628	-0.162	-0.1631	0.0404	-0.16	-0.5028	-0.507	-0.237	0.2272	0.06015	0.1872	0.1136	0.6622	-0.0238	0.8836	0.254	-0.6588	0.3602	-0.163	0.13	-0.171	-0.479	-0.263	-0.2768	-0.0401	0.8152	-0.3308	0.2972	-0.132	-0.4179	-0.5419	-0.2748	-0.139	-0.5298	-0.2688	0.0618	-0.1128
PIR	0.07275	-0.8275	-0.837	0.0485	0.289	0.0535	0.0193	-0.3975	-0.191	0.397	-0.0826	-0.65275	-0.4915	-0.1391	-0.019	0.34775	0.18	-0.3655	0.1755	-0.057	0.293	0.4725	0.0265	0.7195	-0.2955	-0.5535	0.440545	0.1835	-0.774	0.358	-0.0359	0.3555	0.1385	-0.4515	-0.224	0.387	0.70225	0.50925	-0.4735	0.31425	0.38775	0.5565	-0.1438	-0.4225	1.19	-0.604	0.329	-0.1975	1.23075	-0.6605	-0.33625	0.0795	0.27675	1.3615	-0.1	0.3685	-0.3595	-0.0164	-0.5235	0.0955	-0.1778	0.232	-0.9315	0.21525	-0.2875	-0.33125	-0.84425	-0.3875	-0.335	-0.5415	-0.868	-0.496	-0.18035	-0.825	0.4945	0.54	-0.38825	0.22825	-0.6705	-0.622	-0.884	-0.0873	-0.079274	0.315	-0.6025	0.0901	0.562	-0.3435	0.369	-0.357	-0.2545	-0.2618	-0.0386	-0.69325	0.0199	0.0003	0.03075	0.567	-0.1335	-1.1885	0.154	0.0744	-0.0601	0.546	0.225	-0.2925	0.25525	0.7185	-0.0971	-1.0185	0.601	-0.12925	-0.60075	1.0515	0.27	0.2435	0.5895	0.615	0.0305
TNFAIP2	0.097225	-0.57755	-0.644	-0.12655	0.882	0.51345	-0.45885	0.68245	-0.773	1.23	-0.367	0.700225	-0.05355	0.387725	-0.04755	-0.994275	0.297	-0.24555	-0.63855	0.07145	0.123	0.90245	0.69245	0.60245	-0.62855	-1.55755	0.815725	0.72245	-1.1	-0.968	-0.96055	0.55045	-1.09355	0.04345	-0.0108	0.338	-0.794275	0.616225	0.57745	-0.574775	0.111225	0.23945	-0.52255	-0.42645	0.273	1.17	-0.324	-0.03255	-1.038275	-0.24655	-0.942275	-0.92255	0.558725	0.62245	-0.688	-0.28955	-0.40232	-0.36145	-0.82955	-0.89255	-0.97155	-0.0797	-0.00555	0.659725	-0.16455	-0.877275	-0.966775	0.08945	-1.06	-0.63555	-0.739	-0.245	0.054725	0.548	-0.28855	-0.274	0.653725	-1.091775	0.02045	-0.945	-1.19	0.406	-1.16355	0.571	-0.95755	-1.29	-1.35	-0.82055	-1.82	-1.6	-0.71555	-0.765275	-0.69455	-1.558275	-0.74155	-1.38155	-1.421775	-0.471	-1.28255	-0.62755	-0.543	-1.12	-0.948	-0.242	-0.0421	-0.83155	0.018175	-0.19155	-0.45265	-1.30255	-0.708	-0.900775	0.651725	-0.21955	-0.462	-0.39665	-1.06355	-0.0195	0.03345
